truth,pred,time
3,1,31689.0
0,6,31699.0
6,6,31688.0
2,5,31672.0
6,2,31672.0
0,5,31691.0
0,0,31697.0
2,2,31689.0
2,0,31697.0
3,0,31689.0
0,1,31671.0
3,3,31698.0
3,4,31691.0
3,2,31697.0
1,0,31689.0
5,4,31690.0
3,1,31673.0
7,6,31688.0
7,7,31701.0
0,1,31689.0
3,3,31699.0
3,0,31672.0
1,1,31671.0
7,2,31671.0
3,0,31689.0
3,0,31698.0
2,0,31688.0
3,3,31698.0
0,4,31673.0
7,7,31690.0
1,0,31700.0
6,6,31689.0
2,2,31698.0
4,6,31689.0
3,1,31689.0
3,0,31699.0
5,5,31690.0
4,5,31698.0
6,6,31689.0
7,4,31698.0
2,6,31672.0
1,1,31671.0
0,0,31700.0
7,4,31700.0
0,0,31671.0
2,2,31689.0
2,7,31673.0
3,3,31690.0
1,6,31671.0
4,5,31698.0
7,7,31691.0
0,0,31670.0
5,5,31696.0
4,6,31699.0
1,1,31672.0
5,7,31690.0
3,0,31699.0
4,4,31691.0
5,2,31698.0
5,5,31687.0
7,7,31698.0
4,2,31700.0
5,2,31690.0
3,1,31699.0
3,1,31689.0
2,7,31699.0
3,1,31670.0
2,6,31689.0
7,4,31699.0
0,0,31690.0
0,1,31699.0
0,0,31688.0
3,1,31698.0
7,7,31672.0
5,5,31690.0
1,0,31699.0
3,0,31689.0
1,6,31696.0
6,5,31671.0
1,0,31672.0
5,0,31671.0
4,2,31690.0
5,7,31699.0
7,6,31688.0
2,7,31698.0
4,4,31690.0
0,6,31689.0
3,1,31673.0
0,5,31689.0
5,4,31699.0
3,0,31673.0
1,1,31671.0
7,7,31671.0
5,2,31690.0
5,7,31696.0
7,7,31690.0
0,0,31671.0
1,3,31671.0
2,5,31671.0
3,0,31689.0
3,5,31698.0
5,5,31700.0
5,7,31688.0
0,1,31688.0
6,0,31670.0
0,0,31670.0
5,5,31699.0
5,6,31689.0
1,5,31699.0
5,5,31699.0
7,7,31691.0
7,7,31672.0
4,4,31690.0
7,4,31699.0
4,0,31689.0
3,2,31698.0
0,3,31697.0
7,7,31699.0
2,6,31699.0
4,5,31688.0
0,1,31699.0
1,3,31698.0
7,4,31697.0
7,7,31672.0
2,7,31690.0
1,1,31671.0
1,1,31690.0
7,7,31699.0
3,3,31688.0
5,7,31698.0
5,5,31671.0
1,1,31689.0
0,0,31701.0
6,6,31690.0
2,2,31699.0
1,3,31671.0
7,4,31671.0
2,7,31673.0
7,7,31690.0
6,6,31699.0
4,4,31690.0
5,0,31700.0
3,1,31671.0
5,5,31689.0
4,4,31673.0
1,1,31689.0
4,4,31698.0
0,1,31672.0
3,0,31696.0
7,5,31671.0
7,7,31673.0
1,6,31689.0
5,4,31699.0
5,6,31689.0
5,4,31673.0
3,3,31696.0
1,1,31699.0
2,7,31689.0
5,6,31701.0
4,7,31690.0
0,0,31670.0
2,4,31698.0
4,4,31701.0
5,4,31699.0
0,4,31690.0
7,2,31701.0
1,3,31688.0
4,4,31691.0
2,2,31671.0
2,4,31691.0
7,7,31690.0
0,0,31690.0
7,7,31696.0
4,5,31673.0
5,6,31697.0
6,1,31690.0
1,1,31689.0
3,1,31688.0
7,7,31672.0
0,4,31688.0
7,4,31671.0
0,2,31700.0
4,4,31691.0
6,6,31673.0
2,7,31674.0
7,4,31700.0
7,2,31690.0
6,0,31688.0
4,5,31671.0
6,6,31690.0
5,2,31671.0
1,1,31700.0
2,6,31672.0
2,2,31690.0
1,3,31690.0
7,7,31689.0
0,1,31696.0
3,5,31691.0
3,1,31700.0
5,7,31689.0
6,3,31697.0
4,4,31688.0
6,0,31688.0
4,4,31690.0
2,2,31700.0
2,7,31671.0
7,2,31688.0
1,0,31670.0
3,0,31689.0
1,3,31672.0
7,4,31691.0
5,2,31696.0
6,6,31700.0
1,5,31699.0
4,4,31700.0
5,5,31697.0
2,2,31699.0
3,6,31689.0
0,1,31698.0
2,2,31700.0
7,5,31699.0
0,5,31690.0
3,3,31670.0
7,5,31689.0
6,6,31690.0
0,6,31672.0
6,6,31689.0
6,0,31671.0
4,4,31698.0
7,7,31672.0
3,6,31690.0
5,5,31700.0
0,1,31689.0
4,2,31688.0
3,4,31689.0
5,5,31690.0
7,2,31699.0
1,0,31671.0
1,0,31689.0
0,0,31698.0
3,2,31698.0
0,2,31689.0
3,1,31697.0
4,4,31673.0
4,4,31699.0
5,0,31688.0
4,4,31699.0
1,6,31689.0
2,3,31687.0
5,3,31672.0
6,4,31672.0
7,7,31699.0
3,1,31690.0
5,4,31673.0
3,1,31688.0
4,4,31690.0
5,6,31669.0
7,7,31672.0
0,5,31690.0
3,1,31697.0
1,3,31688.0
4,5,31689.0
2,2,31697.0
5,7,31672.0
0,5,31690.0
0,7,31690.0
7,7,31699.0
6,2,31687.0
2,2,31671.0
0,3,31671.0
4,4,31672.0
3,6,31701.0
5,2,31699.0
6,4,31672.0
5,5,31699.0
2,4,31701.0
0,0,31699.0
0,6,31689.0
7,0,31699.0
5,7,31700.0
1,6,31671.0
1,1,31688.0
5,4,31672.0
1,1,31699.0
5,5,31690.0
5,6,31698.0
7,4,31701.0
6,1,31687.0
0,0,31699.0
1,3,31688.0
3,3,31699.0
7,7,31691.0
3,1,31701.0
7,7,31689.0
4,4,31672.0
3,0,31697.0
7,7,31699.0
5,1,31688.0
5,6,31699.0
5,6,31689.0
0,1,31690.0
1,1,31698.0
6,5,31669.0
6,6,31690.0
7,7,31690.0
6,3,31671.0
2,1,31688.0
6,6,31689.0
4,6,31695.0
7,7,31699.0
7,7,31701.0
1,1,31700.0
5,0,31700.0
4,0,31689.0
7,7,31691.0
5,5,31672.0
4,4,31698.0
5,6,31671.0
2,5,31671.0
5,0,31690.0
5,5,31688.0
3,0,31689.0
4,0,31672.0
1,1,31672.0
1,1,31672.0
1,6,31699.0
0,0,31691.0
3,3,31697.0
0,5,31672.0
2,2,31673.0
3,0,31697.0
4,4,31699.0
0,0,31672.0
4,4,31673.0
4,4,31699.0
5,5,31673.0
4,7,31688.0
5,5,31700.0
6,0,31697.0
0,2,31672.0
5,1,31700.0
3,0,31672.0
5,0,31672.0
3,0,31689.0
3,1,31699.0
4,6,31701.0
4,5,31671.0
4,5,31699.0
0,5,31688.0
0,2,31671.0
5,5,31689.0
1,1,31700.0
5,5,31699.0
3,3,31670.0
3,0,31688.0
2,6,31697.0
1,3,31690.0
0,1,31699.0
4,4,31691.0
0,0,31671.0
3,5,31700.0
3,1,31672.0
6,0,31699.0
0,6,31670.0
4,4,31690.0
4,4,31700.0
6,5,31672.0
5,5,31699.0
6,5,31672.0
4,4,31690.0
5,0,31689.0
2,2,31696.0
0,1,31690.0
1,0,31691.0
0,0,31689.0
0,1,31689.0
6,5,31687.0
1,1,31698.0
3,6,31689.0
1,3,31671.0
3,3,31690.0
4,2,31697.0
1,0,31672.0
5,5,31673.0
1,0,31698.0
2,7,31673.0
2,2,31697.0
0,3,31696.0
7,7,31691.0
3,6,31672.0
7,7,31690.0
2,7,31700.0
0,0,31689.0
6,6,31697.0
5,0,31688.0
6,0,31687.0
7,7,31673.0
2,3,31699.0
0,5,31689.0
5,5,31672.0
4,4,31700.0
0,0,31688.0
3,0,31697.0
6,1,31672.0
5,3,31690.0
6,6,31699.0
2,2,31690.0
6,6,31698.0
4,4,31671.0
2,7,31691.0
2,7,31673.0
4,4,31689.0
7,7,31700.0
7,5,31689.0
0,1,31698.0
7,2,31673.0
3,1,31690.0
7,2,31699.0
3,7,31689.0
4,4,31699.0
7,7,31673.0
7,7,31699.0
3,0,31671.0
6,2,31688.0
3,0,31700.0
6,0,31690.0
0,0,31698.0
0,0,31671.0
5,0,31696.0
0,1,31671.0
6,6,31688.0
7,7,31699.0
7,7,31691.0
6,6,31696.0
1,3,31671.0
6,5,31672.0
4,4,31700.0
7,7,31690.0
1,0,31697.0
0,6,31689.0
7,7,31698.0
1,0,31671.0
4,4,31690.0
1,1,31700.0
4,4,31689.0
3,1,31697.0
4,5,31672.0
0,0,31671.0
3,1,31701.0
5,5,31688.0
7,1,31699.0
3,1,31689.0
5,1,31697.0
5,7,31673.0
7,7,31691.0
3,1,31672.0
7,6,31689.0
7,7,31699.0
6,6,31686.0
0,0,31688.0
4,4,31672.0
1,0,31672.0
0,1,31700.0
3,1,31690.0
0,1,31699.0
2,2,31672.0
7,4,31671.0
7,7,31673.0
0,0,31690.0
6,6,31701.0
7,4,31689.0
2,7,31698.0
3,0,31672.0
4,4,31673.0
0,3,31699.0
4,4,31691.0
5,7,31697.0
5,4,31689.0
0,6,31697.0
6,1,31671.0
7,7,31691.0
6,1,31700.0
2,5,31689.0
5,4,31699.0
7,7,31690.0
2,7,31672.0
1,5,31672.0
3,1,31688.0
1,0,31698.0
1,1,31688.0
0,1,31698.0
4,4,31673.0
0,1,31687.0
3,1,31672.0
0,1,31690.0
0,0,31698.0
0,5,31690.0
3,1,31698.0
0,1,31671.0
5,7,31688.0
0,3,31697.0
6,1,31690.0
7,5,31700.0
7,7,31690.0
6,6,31698.0
5,4,31672.0
3,0,31689.0
0,1,31700.0
0,0,31689.0
3,3,31700.0
3,3,31688.0
2,4,31698.0
5,1,31671.0
3,1,31672.0
2,2,31698.0
3,5,31687.0
7,4,31696.0
5,2,31690.0
0,3,31688.0
1,2,31670.0
3,0,31689.0
2,1,31700.0
4,5,31688.0
4,4,31699.0
3,3,31699.0
5,4,31690.0
7,7,31700.0
0,0,31689.0
3,0,31700.0
0,0,31688.0
7,7,31672.0
0,6,31672.0
4,4,31690.0
2,0,31700.0
0,0,31690.0
0,1,31698.0
5,3,31669.0
3,0,31671.0
3,1,31673.0
4,4,31690.0
7,2,31699.0
2,2,31690.0
6,5,31697.0
5,7,31673.0
3,0,31671.0
4,0,31670.0
7,4,31691.0
1,1,31697.0
3,0,31688.0
2,6,31696.0
1,1,31672.0
3,1,31688.0
7,7,31700.0
7,2,31690.0
3,3,31698.0
2,2,31672.0
0,1,31691.0
4,4,31672.0
5,5,31690.0
4,5,31701.0
3,5,31689.0
4,4,31699.0
4,4,31672.0
1,0,31689.0
5,4,31672.0
1,0,31689.0
3,0,31699.0
3,1,31688.0
4,4,31698.0
3,0,31673.0
1,6,31690.0
1,3,31700.0
4,4,31689.0
4,7,31700.0
3,3,31672.0
7,7,31671.0
3,1,31671.0
4,2,31688.0
2,6,31698.0
6,0,31691.0
3,0,31697.0
0,1,31672.0
4,6,31669.0
7,4,31699.0
4,4,31691.0
6,5,31699.0
5,5,31691.0
0,5,31698.0
6,2,31671.0
2,7,31672.0
3,2,31698.0
7,4,31691.0
1,1,31699.0
6,1,31688.0
6,6,31698.0
1,3,31672.0
2,2,31688.0
6,2,31700.0
3,1,31690.0
7,7,31699.0
0,6,31689.0
6,2,31672.0
1,3,31697.0
1,1,31688.0
6,4,31700.0
7,7,31689.0
0,6,31671.0
5,6,31689.0
0,1,31689.0
2,7,31700.0
5,5,31689.0
3,1,31698.0
1,3,31688.0
5,5,31698.0
5,5,31673.0
6,6,31688.0
5,0,31698.0
7,7,31689.0
1,1,31699.0
6,5,31689.0
0,1,31670.0
6,4,31672.0
0,0,31690.0
2,2,31701.0
1,3,31687.0
4,4,31698.0
3,2,31671.0
3,2,31689.0
6,6,31699.0
4,2,31690.0
4,4,31701.0
4,4,31689.0
6,6,31697.0
3,0,31671.0
1,1,31690.0
3,3,31699.0
6,2,31688.0
7,0,31698.0
7,2,31687.0
7,7,31689.0
4,2,31672.0
1,1,31690.0
4,4,31702.0
3,1,31689.0
4,4,31700.0
5,0,31687.0
0,3,31671.0
1,2,31673.0
5,7,31691.0
5,5,31700.0
6,6,31689.0
6,1,31697.0
1,1,31672.0
2,7,31690.0
7,2,31699.0
1,1,31689.0
2,7,31700.0
5,5,31673.0
0,1,31671.0
7,2,31672.0
7,7,31690.0
5,7,31700.0
4,5,31690.0
2,2,31671.0
6,1,31671.0
0,0,31689.0
6,2,31699.0
6,4,31690.0
7,1,31698.0
6,6,31689.0
4,4,31690.0
7,7,31673.0
3,3,31688.0
4,4,31700.0
4,4,31689.0
2,0,31696.0
0,5,31672.0
4,4,31673.0
2,2,31672.0
2,6,31690.0
1,1,31698.0
6,6,31689.0
1,1,31697.0
5,5,31671.0
0,3,31689.0
1,0,31699.0
1,6,31688.0
1,3,31699.0
7,5,31689.0
6,6,31672.0
7,2,31670.0
6,3,31689.0
2,0,31697.0
2,4,31690.0
3,6,31700.0
4,4,31672.0
2,2,31671.0
3,6,31700.0
3,0,31689.0
6,5,31699.0
4,4,31673.0
4,4,31699.0
2,0,31671.0
0,3,31671.0
1,0,31701.0
3,1,31690.0
2,4,31698.0
7,3,31689.0
6,3,31696.0
5,5,31672.0
5,0,31671.0
5,5,31700.0
4,4,31690.0
4,0,31699.0
3,0,31688.0
4,6,31697.0
0,3,31672.0
3,0,31689.0
3,1,31700.0
2,2,31689.0
2,7,31699.0
0,3,31689.0
4,7,31698.0
6,3,31672.0
0,0,31689.0
1,0,31700.0
0,0,31690.0
5,7,31700.0
7,5,31688.0
1,5,31671.0
0,0,31673.0
1,5,31690.0
1,5,31699.0
7,7,31691.0
0,0,31699.0
2,6,31672.0
1,1,31689.0
1,6,31672.0
5,0,31690.0
3,0,31697.0
4,4,31673.0
1,6,31698.0
1,6,31672.0
4,7,31691.0
0,0,31699.0
5,1,31689.0
4,2,31673.0
2,2,31671.0
7,7,31671.0
2,7,31699.0
6,6,31689.0
7,5,31699.0
7,7,31690.0
6,6,31670.0
2,2,31672.0
2,0,31671.0
3,3,31700.0
7,7,31692.0
5,7,31698.0
5,5,31689.0
1,1,31672.0
3,0,31700.0
3,6,31691.0
4,1,31698.0
6,1,31689.0
1,0,31697.0
6,0,31671.0
5,5,31671.0
4,4,31703.0
0,0,31691.0
5,4,31699.0
2,2,31689.0
5,7,31698.0
5,6,31673.0
1,1,31691.0
2,2,31700.0
5,5,31690.0
0,2,31699.0
2,1,31688.0
7,4,31698.0
0,3,31671.0
0,1,31691.0
0,0,31698.0
2,2,31689.0
6,6,31699.0
1,6,31671.0
3,0,31697.0
5,7,31673.0
4,4,31669.0
0,1,31698.0
1,3,31690.0
7,7,31700.0
2,7,31690.0
6,5,31671.0
2,7,31700.0
1,0,31690.0
2,4,31698.0
2,2,31689.0
5,7,31697.0
3,7,31673.0
5,5,31690.0
5,4,31700.0
1,0,31689.0
0,0,31697.0
4,7,31672.0
7,7,31672.0
0,7,31671.0
7,2,31690.0
7,7,31700.0
6,6,31688.0
2,2,31700.0
5,5,31672.0
5,5,31697.0
4,2,31700.0
3,1,31690.0
3,0,31699.0
5,5,31689.0
5,6,31698.0
4,2,31672.0
6,0,31672.0
2,2,31701.0
3,1,31690.0
7,7,31699.0
5,6,31673.0
2,7,31671.0
3,5,31699.0
5,2,31690.0
3,6,31700.0
2,7,31690.0
0,0,31698.0
6,4,31673.0
1,3,31690.0
5,5,31702.0
6,4,31689.0
5,5,31699.0
5,0,31689.0
1,5,31671.0
5,7,31673.0
1,6,31689.0
2,2,31697.0
4,6,31688.0
0,1,31696.0
2,7,31671.0
7,7,31690.0
5,5,31690.0
4,2,31671.0
2,2,31699.0
1,1,31698.0
0,5,31688.0
4,2,31672.0
3,3,31690.0
1,1,31698.0
4,4,31692.0
4,5,31700.0
3,0,31672.0
7,6,31669.0
1,0,31671.0
1,1,31689.0
6,6,31697.0
2,6,31672.0
6,4,31698.0
3,1,31688.0
2,7,31672.0
7,2,31699.0
5,6,31689.0
5,6,31700.0
2,7,31689.0
3,1,31698.0
0,5,31671.0
7,7,31672.0
7,2,31701.0
1,1,31691.0
6,4,31699.0
7,6,31688.0
5,6,31672.0
2,7,31699.0
4,4,31690.0
0,3,31698.0
7,2,31690.0
6,4,31698.0
7,7,31672.0
7,7,31689.0
4,1,31672.0
1,1,31690.0
5,5,31698.0
0,5,31687.0
6,4,31698.0
7,7,31672.0
0,1,31689.0
5,0,31700.0
7,7,31699.0
4,5,31701.0
4,2,31700.0
1,5,31672.0
6,7,31673.0
0,0,31671.0
4,4,31672.0
4,2,31699.0
4,5,31672.0
6,4,31698.0
4,2,31700.0
7,7,31691.0
5,5,31700.0
1,0,31697.0
5,5,31699.0
4,4,31691.0
1,6,31687.0
2,0,31670.0
4,4,31699.0
1,1,31699.0
4,5,31700.0
4,4,31690.0
1,6,31672.0
0,0,31672.0
0,1,31689.0
2,7,31699.0
4,4,31672.0
7,5,31696.0
0,5,31688.0
0,0,31689.0
2,2,31672.0
6,5,31672.0
4,7,31699.0
3,1,31689.0
4,7,31698.0
6,5,31672.0
7,2,31672.0
2,7,31697.0
6,2,31690.0
3,1,31698.0
5,7,31700.0
4,4,31690.0
3,0,31696.0
2,1,31698.0
5,6,31690.0
4,5,31671.0
0,5,31698.0
0,0,31698.0
4,4,31701.0
5,2,31701.0
2,1,31688.0
2,7,31699.0
1,1,31690.0
7,4,31700.0
3,1,31699.0
2,5,31671.0
6,6,31689.0
1,1,31672.0
0,5,31699.0
2,6,31689.0
3,1,31697.0
1,1,31672.0
2,6,31673.0
2,1,31698.0
7,7,31691.0
3,3,31673.0
5,0,31672.0
0,0,31698.0
4,4,31672.0
5,5,31690.0
2,6,31672.0
3,3,31699.0
2,7,31702.0
3,1,31690.0
4,4,31698.0
2,6,31672.0
1,1,31672.0
0,6,31671.0
5,5,31690.0
3,2,31698.0
5,7,31690.0
5,0,31699.0
3,0,31689.0
1,2,31696.0
6,0,31671.0
5,7,31690.0
0,0,31700.0
7,6,31690.0
0,5,31700.0
7,4,31689.0
5,3,31672.0
3,5,31670.0
5,6,31690.0
1,1,31697.0
2,7,31690.0
2,7,31699.0
4,5,31671.0
0,1,31689.0
1,1,31673.0
0,1,31690.0
7,7,31700.0
2,7,31689.0
7,7,31674.0
2,3,31671.0
7,7,31689.0
0,0,31698.0
7,7,31691.0
0,5,31698.0
0,1,31670.0
3,0,31671.0
2,2,31672.0
7,7,31690.0
4,2,31701.0
0,5,31689.0
2,2,31673.0
3,1,31672.0
5,4,31671.0
2,4,31701.0
2,7,31690.0
0,3,31697.0
3,0,31688.0
3,7,31698.0
1,1,31671.0
1,3,31689.0
3,1,31700.0
3,0,31690.0
1,1,31671.0
1,0,31671.0
4,4,31673.0
0,0,31698.0
1,1,31688.0
5,7,31699.0
3,6,31688.0
1,6,31696.0
3,0,31671.0
6,1,31690.0
7,7,31700.0
5,0,31689.0
4,4,31699.0
1,5,31688.0
1,1,31671.0
6,6,31672.0
6,2,31688.0
6,6,31699.0
2,3,31690.0
7,7,31701.0
6,3,31670.0
3,5,31671.0
7,2,31699.0
0,1,31690.0
0,0,31700.0
1,0,31689.0
0,3,31698.0
4,6,31672.0
6,6,31672.0
6,6,31698.0
5,5,31690.0
2,4,31699.0
2,2,31690.0
4,7,31672.0
0,0,31672.0
3,6,31688.0
5,6,31700.0
4,4,31690.0
6,1,31696.0
5,5,31690.0
4,4,31672.0
1,1,31671.0
2,7,31672.0
6,5,31700.0
5,5,31689.0
3,5,31696.0
0,5,31688.0
1,0,31688.0
2,7,31700.0
3,5,31690.0
1,1,31697.0
5,6,31670.0
4,5,31673.0
0,3,31671.0
3,5,31671.0
0,1,31701.0
7,2,31691.0
6,3,31696.0
0,0,31672.0
5,5,31690.0
5,5,31702.0
5,5,31691.0
0,1,31697.0
4,4,31689.0
6,4,31698.0
2,7,31672.0
4,4,31691.0
4,4,31700.0
0,6,31689.0
5,6,31697.0
2,5,31689.0
0,5,31673.0
5,5,31673.0
4,4,31690.0
2,7,31700.0
2,2,31691.0
5,7,31699.0
0,1,31688.0
2,7,31672.0
4,5,31699.0
1,3,31690.0
4,0,31697.0
1,0,31689.0
5,6,31699.0
7,7,31671.0
7,4,31673.0
6,7,31673.0
3,3,31689.0
7,4,31700.0
0,0,31690.0
6,0,31696.0
0,0,31671.0
1,1,31671.0
7,7,31701.0
1,2,31690.0
2,5,31698.0
6,0,31689.0
5,7,31697.0
7,2,31701.0
3,0,31689.0
4,4,31700.0
0,5,31688.0
1,1,31697.0
5,6,31673.0
5,0,31673.0
5,6,31673.0
1,1,31692.0
6,6,31699.0
5,5,31689.0
5,6,31696.0
4,4,31672.0
3,5,31672.0
5,5,31701.0
0,0,31690.0
2,7,31699.0
1,0,31689.0
6,5,31673.0
4,2,31700.0
6,3,31688.0
6,3,31700.0
5,3,31690.0
5,5,31672.0
2,2,31671.0
7,7,31673.0
3,1,31697.0
2,7,31690.0
4,4,31701.0
0,1,31690.0
3,1,31689.0
4,6,31698.0
4,5,31688.0
0,0,31698.0
0,1,31689.0
2,0,31672.0
2,7,31670.0
2,6,31671.0
0,6,31697.0
0,0,31689.0
6,4,31697.0
5,6,31689.0
7,7,31698.0
2,3,31671.0
6,6,31671.0
3,6,31699.0
6,1,31690.0
5,3,31698.0
3,0,31689.0
1,0,31697.0
6,5,31672.0
3,1,31689.0
3,7,31671.0
5,3,31688.0
6,7,31698.0
3,3,31689.0
7,7,31672.0
2,0,31673.0
6,0,31688.0
4,5,31698.0
3,3,31690.0
2,7,31700.0
4,4,31672.0
7,7,31672.0
7,7,31698.0
4,5,31691.0
3,1,31696.0
0,1,31689.0
2,7,31697.0
7,7,31672.0
2,7,31690.0
0,1,31699.0
0,4,31690.0
0,1,31698.0
0,1,31688.0
5,5,31672.0
4,4,31673.0
5,5,31689.0
1,1,31699.0
3,3,31689.0
2,2,31698.0
3,1,31689.0
4,4,31673.0
5,5,31700.0
4,4,31689.0
3,3,31698.0
1,5,31689.0
7,7,31700.0
2,1,31688.0
0,1,31673.0
6,6,31702.0
6,6,31690.0
4,4,31700.0
5,5,31688.0
1,3,31672.0
2,7,31673.0
2,5,31671.0
6,0,31700.0
6,5,31690.0
2,2,31700.0
4,4,31689.0
2,2,31671.0
4,5,31673.0
6,5,31670.0
2,7,31701.0
5,5,31689.0
7,7,31700.0
5,0,31690.0
1,2,31697.0
2,3,31671.0
5,4,31672.0
6,6,31699.0
2,6,31690.0
0,5,31698.0
1,1,31689.0
3,3,31671.0
4,4,31672.0
0,0,31690.0
6,0,31699.0
6,1,31689.0
1,1,31698.0
7,2,31690.0
6,7,31670.0
0,0,31672.0
2,1,31672.0
2,7,31699.0
3,7,31691.0
6,6,31698.0
6,0,31689.0
3,3,31671.0
4,4,31701.0
0,0,31672.0
5,5,31701.0
0,0,31689.0
6,7,31697.0
0,3,31688.0
7,7,31672.0
7,2,31672.0
4,5,31689.0
5,5,31700.0
5,0,31690.0
4,4,31673.0
0,6,31689.0
2,2,31672.0
3,6,31671.0
2,7,31690.0
3,1,31698.0
3,6,31690.0
1,0,31698.0
1,1,31689.0
1,3,31671.0
2,6,31700.0
0,3,31690.0
1,3,31698.0
5,7,31689.0
5,4,31673.0
0,1,31699.0
5,6,31689.0
3,3,31697.0
5,0,31690.0
2,6,31697.0
3,6,31690.0
4,4,31674.0
3,3,31700.0
7,7,31691.0
5,0,31698.0
5,5,31689.0
5,5,31697.0
7,7,31673.0
5,1,31671.0
6,6,31698.0
1,1,31688.0
5,5,31699.0
3,3,31687.0
5,5,31697.0
3,0,31672.0
1,5,31671.0
7,7,31700.0
3,0,31687.0
7,1,31697.0
2,5,31671.0
4,4,31672.0
3,6,31700.0
6,6,31689.0
2,0,31698.0
3,0,31689.0
0,7,31671.0
5,1,31672.0
7,7,31672.0
5,7,31700.0
3,3,31689.0
1,1,31698.0
5,5,31689.0
4,4,31672.0
0,0,31672.0
1,0,31689.0
2,4,31700.0
5,6,31689.0
4,5,31699.0
2,7,31671.0
5,7,31673.0
4,7,31700.0
6,6,31688.0
0,3,31698.0
3,1,31691.0
2,2,31696.0
7,7,31670.0
2,6,31672.0
6,6,31700.0
7,7,31690.0
1,6,31700.0
5,5,31690.0
5,5,31671.0
3,0,31699.0
4,4,31691.0
0,7,31699.0
2,1,31688.0
4,4,31696.0
6,5,31688.0
7,7,31672.0
7,7,31700.0
1,3,31689.0
1,6,31696.0
0,0,31671.0
3,0,31690.0
6,4,31700.0
5,2,31672.0
1,1,31699.0
3,3,31689.0
1,5,31699.0
5,5,31687.0
0,0,31672.0
3,0,31700.0
2,3,31688.0
0,0,31696.0
1,0,31689.0
2,7,31672.0
0,0,31672.0
1,7,31673.0
5,6,31698.0
2,7,31689.0
1,1,31698.0
6,5,31688.0
6,5,31672.0
6,4,31672.0
1,1,31671.0
4,4,31700.0
5,4,31690.0
5,5,31698.0
5,7,31672.0
1,1,31691.0
1,1,31700.0
1,1,31689.0
0,1,31673.0
4,2,31689.0
2,4,31672.0
5,6,31688.0
7,2,31672.0
6,0,31700.0
0,0,31689.0
7,5,31698.0
2,1,31689.0
7,7,31697.0
6,7,31672.0
2,2,31674.0
4,5,31696.0
0,1,31689.0
4,4,31700.0
5,7,31673.0
0,0,31671.0
5,2,31672.0
3,5,31689.0
5,5,31699.0
5,5,31690.0
2,2,31671.0
3,6,31672.0
0,1,31671.0
7,6,31698.0
7,7,31688.0
3,3,31698.0
1,0,31673.0
7,7,31673.0
6,6,31672.0
5,6,31671.0
1,1,31699.0
5,6,31688.0
4,4,31699.0
2,4,31672.0
5,0,31671.0
2,7,31700.0
3,5,31689.0
4,4,31700.0
1,1,31689.0
5,0,31671.0
7,7,31689.0
2,4,31690.0
3,3,31698.0
0,6,31689.0
4,4,31699.0
7,7,31691.0
0,1,31697.0
2,6,31672.0
3,0,31672.0
5,0,31701.0
