truth,pred,time
0,0,614283.0
1,3,614278.0
2,2,614299.0
3,3,614309.0
3,3,614309.0
5,5,614279.0
5,5,614284.0
0,0,614283.0
6,6,614282.0
0,0,614279.0
5,6,614315.0
5,5,614290.0
1,1,614290.0
5,5,614296.0
7,7,614281.0
7,7,614254.0
4,4,614280.0
7,7,614261.0
4,4,614281.0
3,3,614270.0
0,3,614266.0
7,2,614295.0
2,4,614288.0
4,4,614278.0
0,0,614279.0
1,1,614254.0
7,7,614277.0
7,7,614281.0
2,2,614279.0
1,1,614279.0
1,1,614277.0
7,7,614256.0
3,3,614291.0
5,5,614286.0
5,5,614281.0
1,1,614278.0
0,0,614279.0
6,6,614306.0
2,2,614299.0
1,1,614285.0
7,7,614286.0
2,2,614260.0
7,7,614281.0
6,6,614293.0
4,4,614282.0
5,5,614283.0
3,3,614285.0
5,5,614259.0
4,4,614296.0
1,3,614282.0
4,4,614277.0
0,0,614288.0
3,7,614285.0
7,7,614283.0
7,7,614260.0
1,3,614284.0
5,5,614280.0
5,6,614285.0
5,5,614281.0
3,3,614287.0
1,1,614293.0
2,2,614283.0
5,6,614296.0
4,4,614287.0
0,0,614290.0
2,2,614300.0
4,4,614315.0
5,5,614258.0
0,0,614290.0
7,7,614253.0
1,1,614286.0
4,4,614284.0
2,2,614284.0
2,4,614282.0
7,7,614288.0
0,0,614288.0
7,7,614260.0
4,4,614281.0
5,5,614290.0
6,6,614274.0
1,1,614273.0
3,3,614300.0
7,7,614258.0
0,6,614284.0
7,7,614287.0
0,0,614289.0
4,4,614291.0
6,6,614288.0
2,2,614287.0
7,4,614260.0
7,7,614260.0
6,6,614262.0
4,4,614285.0
6,6,614288.0
5,5,614285.0
1,0,614281.0
2,2,614260.0
2,2,614288.0
1,1,614307.0
7,7,614328.0
0,0,614298.0
3,3,614303.0
3,3,614290.0
5,5,614263.0
6,0,614290.0
4,4,614299.0
6,6,614275.0
4,4,614307.0
2,2,614288.0
2,2,614285.0
7,7,614291.0
1,0,614289.0
3,3,614274.0
1,1,614284.0
7,4,614284.0
5,5,614293.0
6,6,614287.0
1,1,614295.0
4,4,614278.0
5,5,614271.0
2,4,614287.0
3,2,614293.0
0,0,614291.0
2,2,614265.0
7,7,614299.0
0,0,614296.0
3,2,614305.0
7,7,614290.0
6,6,614301.0
0,0,614286.0
6,6,614279.0
6,6,614289.0
4,4,614266.0
7,7,614290.0
3,3,614288.0
5,5,614263.0
0,0,614262.0
4,4,614282.0
3,7,614289.0
5,5,614288.0
7,7,614306.0
1,1,614259.0
1,1,614281.0
0,0,614289.0
3,3,614289.0
0,0,614289.0
3,3,614291.0
4,4,614289.0
4,4,614285.0
5,5,614265.0
4,4,614263.0
1,1,614291.0
2,2,614291.0
5,5,614264.0
6,6,614264.0
7,7,614264.0
3,3,614310.0
5,5,614293.0
3,3,614289.0
4,4,614269.0
5,5,614296.0
7,7,614292.0
0,0,614301.0
3,3,614267.0
1,1,614267.0
4,4,614294.0
2,2,614269.0
5,5,614278.0
0,0,614266.0
0,0,614266.0
7,7,614290.0
6,6,614291.0
2,2,614298.0
0,0,614295.0
4,4,614277.0
3,2,614263.0
5,5,614293.0
6,6,614295.0
5,5,614271.0
2,2,614269.0
0,0,614280.0
0,0,614261.0
7,7,614296.0
5,5,614295.0
1,6,614294.0
1,4,614306.0
5,5,614293.0
1,1,614294.0
5,5,614292.0
5,6,614312.0
7,7,614298.0
6,6,614296.0
0,0,614265.0
1,2,614294.0
3,3,614291.0
7,7,614276.0
3,3,614251.0
7,7,614269.0
4,4,614289.0
3,3,614296.0
7,7,614286.0
5,5,614292.0
5,5,614300.0
5,5,614299.0
0,0,614294.0
1,1,614294.0
6,6,614269.0
6,6,614267.0
7,7,614290.0
6,1,614294.0
2,2,614291.0
6,4,614267.0
4,2,614276.0
7,7,614290.0
7,7,614298.0
1,1,614303.0
5,5,614298.0
4,4,614292.0
7,7,614293.0
5,5,614292.0
4,4,614293.0
5,5,614299.0
2,2,614294.0
5,6,614293.0
5,5,614295.0
3,3,614295.0
4,4,614277.0
1,1,614292.0
1,1,614316.0
1,1,614292.0
0,0,614279.0
3,3,614306.0
0,5,614268.0
2,2,614297.0
3,0,614295.0
4,4,614296.0
0,0,614298.0
4,4,614268.0
4,4,614309.0
5,5,614306.0
4,6,614307.0
5,5,614266.0
6,6,614291.0
0,2,614266.0
5,1,614302.0
3,1,614300.0
5,5,614296.0
3,3,614253.0
3,3,614297.0
4,1,614271.0
4,4,614270.0
4,5,614304.0
0,0,614267.0
0,0,614236.0
5,5,614258.0
1,1,614252.0
5,5,614266.0
3,3,614271.0
3,3,614292.0
2,2,614313.0
1,0,614285.0
0,0,614294.0
4,4,614298.0
0,0,614295.0
3,5,614324.0
3,3,614297.0
6,6,614309.0
0,0,614299.0
4,4,614296.0
4,4,614317.0
6,6,614306.0
5,6,614326.0
6,6,614298.0
4,4,614295.0
5,5,614304.0
2,2,614309.0
0,0,614293.0
1,1,614278.0
0,0,614303.0
0,6,614297.0
6,6,614274.0
1,3,614302.0
3,3,614313.0
1,1,614259.0
3,3,614269.0
4,4,614275.0
1,1,614299.0
5,5,614276.0
1,1,614271.0
2,2,614310.0
2,2,614300.0
0,6,614286.0
7,7,614302.0
3,3,614283.0
7,7,614276.0
2,2,614283.0
0,0,614298.0
6,6,614274.0
5,5,614299.0
6,6,614304.0
7,7,614306.0
2,2,614296.0
0,0,614310.0
5,5,614270.0
4,4,614285.0
0,0,614301.0
3,1,614303.0
6,6,614302.0
5,6,614304.0
6,6,614304.0
2,2,614301.0
6,6,614303.0
4,4,614302.0
2,2,614303.0
2,2,614316.0
4,4,614301.0
7,7,614298.0
7,0,614285.0
0,0,614277.0
7,2,614297.0
3,3,614302.0
7,7,614305.0
3,0,614304.0
4,4,614286.0
7,7,614307.0
7,7,614308.0
3,3,614321.0
6,6,614305.0
3,3,614277.0
6,6,614278.0
0,0,614311.0
0,0,614306.0
5,0,614304.0
0,0,614275.0
6,6,614311.0
7,7,614310.0
7,7,614274.0
6,6,614302.0
1,3,614308.0
6,6,614311.0
4,4,614316.0
7,7,614306.0
1,1,614310.0
0,0,614331.0
7,7,614303.0
1,0,614317.0
4,4,614304.0
1,1,614305.0
4,4,614306.0
3,3,614304.0
4,4,614302.0
0,0,614275.0
3,3,614262.0
5,5,614305.0
7,7,614307.0
3,3,614299.0
5,2,614305.0
5,5,614302.0
7,7,614287.0
3,3,614302.0
7,4,614301.0
7,7,614277.0
6,1,614307.0
0,0,614315.0
4,4,614308.0
1,0,614285.0
0,0,614300.0
3,3,614332.0
0,0,614277.0
2,2,614308.0
7,7,614308.0
7,7,614303.0
0,0,614320.0
6,6,614305.0
7,7,614301.0
2,2,614307.0
3,3,614303.0
4,4,614303.0
0,0,614302.0
4,4,614305.0
5,5,614306.0
5,3,614324.0
0,0,614309.0
6,1,614287.0
7,7,614310.0
6,6,614278.0
2,2,614279.0
5,5,614304.0
7,7,614305.0
2,2,614311.0
1,1,614303.0
3,1,614307.0
1,1,614306.0
1,1,614309.0
0,0,614310.0
4,4,614306.0
0,0,614309.0
3,3,614319.0
0,0,614309.0
0,0,614306.0
0,0,614307.0
3,3,614333.0
0,3,614338.0
5,5,614306.0
0,0,614319.0
6,6,614307.0
7,7,614302.0
7,7,614304.0
6,6,614311.0
5,5,614290.0
3,1,614303.0
0,0,614321.0
0,0,614315.0
3,3,614320.0
3,3,614327.0
2,2,614290.0
5,6,614306.0
3,3,614333.0
2,2,614307.0
3,3,614305.0
7,7,614309.0
5,5,614305.0
0,0,614308.0
1,1,614317.0
3,3,614306.0
2,2,614311.0
4,4,614307.0
4,4,614332.0
3,3,614312.0
5,5,614309.0
7,7,614320.0
0,0,614289.0
3,0,614304.0
0,0,614308.0
7,7,614310.0
0,0,614319.0
4,4,614302.0
2,3,614306.0
0,0,614307.0
0,0,614320.0
5,0,614313.0
3,1,614303.0
3,4,614306.0
4,4,614319.0
7,1,614318.0
2,2,614346.0
6,6,614341.0
5,5,614309.0
3,3,614300.0
4,6,614310.0
7,7,614305.0
1,3,614315.0
3,3,614279.0
2,2,614310.0
1,2,614296.0
3,3,614298.0
7,7,614299.0
7,7,614259.0
3,1,614259.0
2,2,614267.0
0,0,614298.0
4,4,614271.0
5,5,614299.0
4,4,614266.0
3,3,614301.0
4,4,614290.0
4,4,614307.0
1,1,614304.0
5,5,614305.0
1,1,614294.0
3,3,614249.0
3,3,614251.0
4,4,614299.0
3,3,614304.0
1,1,614297.0
1,0,614292.0
4,4,614291.0
4,4,614264.0
3,3,614289.0
7,7,614248.0
3,3,614295.0
4,4,614307.0
2,0,614293.0
6,6,614279.0
3,3,614291.0
0,0,614286.0
4,4,614275.0
7,7,614293.0
4,4,614288.0
6,6,614260.0
5,5,614261.0
0,0,614294.0
6,6,614260.0
2,2,614257.0
3,3,614292.0
7,7,614265.0
1,1,614296.0
6,6,614244.0
6,6,614239.0
1,6,614237.0
2,2,614279.0
6,6,614240.0
3,3,614286.0
7,7,614238.0
0,0,614281.0
6,6,614283.0
1,1,614287.0
1,1,614234.0
6,6,614239.0
7,7,614229.0
0,6,614259.0
5,5,614231.0
0,0,614275.0
2,2,614273.0
5,6,614271.0
3,3,614245.0
1,1,614273.0
5,5,614266.0
5,5,614225.0
6,6,614219.0
5,5,614222.0
7,7,614219.0
1,0,614217.0
6,6,614211.0
0,5,614268.0
6,6,614218.0
0,1,614221.0
2,2,614206.0
1,6,614204.0
4,4,614201.0
3,3,614194.0
3,3,614209.0
6,6,614190.0
4,4,614246.0
4,4,614213.0
4,4,614186.0
6,1,614179.0
3,3,614185.0
1,0,614170.0
3,0,614167.0
6,6,614158.0
7,7,614165.0
7,7,614154.0
7,7,614146.0
4,4,614185.0
1,1,614198.0
4,0,614182.0
3,3,614122.0
4,4,614152.0
5,5,614146.0
0,0,614111.0
1,1,614075.0
5,5,614061.0
5,5,614094.0
6,4,614077.0
6,5,614069.0
1,1,614048.0
2,7,613987.0
7,7,613967.0
1,1,613953.0
2,2,613984.0
5,5,613935.0
0,0,613909.0
7,7,613961.0
7,7,613904.0
5,2,613942.0
4,4,613903.0
2,2,613942.0
6,1,613903.0
0,0,613951.0
6,6,613950.0
6,6,613910.0
7,7,613954.0
6,1,613908.0
4,4,613914.0
7,7,613958.0
3,3,613916.0
4,4,613935.0
4,4,613922.0
2,2,613930.0
0,0,613950.0
4,4,613951.0
2,2,614008.0
2,2,613967.0
1,3,613980.0
6,6,614032.0
1,1,614030.0
5,5,614039.0
0,0,614006.0
1,1,614015.0
1,1,614065.0
1,1,614025.0
7,2,614038.0
6,6,614045.0
7,7,614056.0
6,6,614113.0
2,2,614071.0
2,2,614082.0
3,3,614146.0
4,4,614149.0
2,2,614153.0
3,3,614117.0
3,3,614168.0
6,6,614175.0
4,4,614186.0
4,4,614193.0
2,2,614214.0
0,0,614203.0
1,1,614208.0
3,3,614217.0
2,2,614222.0
7,7,614233.0
6,0,614236.0
5,5,614227.0
5,5,614181.0
5,5,614190.0
4,4,614205.0
4,4,614191.0
3,0,614222.0
4,4,614196.0
0,0,614243.0
3,3,614258.0
3,3,614243.0
2,2,614200.0
2,2,614247.0
0,0,614255.0
4,4,614207.0
6,6,614258.0
0,0,614258.0
1,1,614253.0
0,0,614210.0
5,5,614258.0
7,3,614261.0
1,5,614212.0
0,0,614261.0
1,4,614263.0
1,1,614220.0
7,7,614264.0
0,0,614253.0
2,2,614235.0
1,1,614277.0
1,1,614221.0
5,5,614267.0
3,3,614269.0
4,4,614269.0
1,3,614268.0
1,0,614261.0
4,4,614270.0
0,0,614269.0
5,5,614262.0
4,1,614278.0
2,2,614220.0
7,7,614268.0
2,2,614267.0
6,6,614273.0
7,4,614270.0
7,7,614249.0
6,6,614285.0
2,2,614279.0
2,2,614263.0
3,3,614273.0
7,7,614216.0
5,5,614220.0
5,5,614286.0
1,1,614277.0
3,3,614249.0
3,3,614266.0
4,6,614277.0
6,6,614278.0
1,1,614269.0
6,6,614282.0
5,5,614238.0
4,4,614267.0
0,0,614273.0
5,5,614265.0
2,2,614266.0
5,5,614267.0
5,6,614272.0
1,1,614268.0
2,2,614266.0
5,5,614267.0
0,6,614267.0
2,2,614277.0
7,7,614240.0
0,0,614276.0
0,0,614226.0
0,0,614272.0
2,2,614263.0
6,6,614271.0
1,6,614284.0
3,3,614272.0
5,5,614271.0
4,4,614281.0
0,0,614273.0
1,1,614280.0
7,7,614240.0
2,2,614269.0
6,6,614270.0
2,2,614258.0
1,3,614244.0
2,2,614268.0
2,2,614247.0
5,5,614277.0
3,2,614284.0
5,6,614230.0
5,0,614224.0
1,1,614229.0
0,0,614270.0
4,4,614257.0
7,7,614262.0
0,4,614269.0
7,7,614268.0
7,7,614284.0
6,6,614286.0
2,2,614275.0
5,0,614284.0
5,5,614257.0
4,4,614247.0
3,3,614277.0
3,3,614270.0
5,5,614271.0
5,5,614270.0
4,4,614274.0
6,6,614287.0
2,2,614229.0
3,1,614274.0
7,7,614263.0
5,5,614270.0
2,6,614270.0
3,3,614275.0
5,5,614273.0
3,3,614272.0
2,2,614288.0
0,0,614247.0
6,2,614270.0
1,5,614281.0
5,5,614271.0
6,6,614269.0
5,5,614259.0
5,5,614279.0
1,1,614259.0
5,5,614227.0
1,1,614245.0
2,2,614245.0
4,4,614245.0
0,0,614245.0
2,2,614275.0
7,7,614270.0
5,5,614228.0
4,4,614273.0
2,2,614274.0
1,1,614261.0
0,0,614247.0
4,4,614249.0
3,3,614258.0
1,1,614249.0
4,4,614245.0
4,4,614232.0
3,3,614247.0
7,7,614248.0
1,1,614245.0
1,3,614253.0
6,0,614273.0
2,4,614274.0
6,6,614273.0
3,3,614254.0
2,2,614261.0
7,7,614229.0
5,5,614231.0
5,5,614250.0
2,2,614277.0
3,1,614227.0
0,0,614263.0
7,7,614280.0
7,2,614231.0
1,1,614265.0
6,2,614286.0
7,1,614259.0
5,5,614279.0
2,2,614277.0
4,4,614275.0
0,0,614253.0
7,2,614247.0
6,6,614283.0
7,7,614257.0
7,7,614295.0
4,0,614234.0
1,3,614250.0
5,5,614276.0
0,0,614236.0
6,6,614267.0
7,7,614281.0
0,0,614248.0
5,6,614280.0
7,7,614284.0
4,4,614281.0
4,4,614277.0
1,1,614272.0
6,6,614282.0
0,0,614251.0
4,4,614275.0
4,4,614276.0
4,4,614285.0
6,6,614249.0
4,4,614276.0
7,7,614272.0
5,5,614236.0
1,1,614231.0
5,5,614236.0
4,4,614279.0
1,1,614265.0
2,2,614266.0
4,4,614280.0
1,1,614293.0
4,4,614279.0
4,4,614256.0
1,1,614280.0
0,0,614260.0
0,0,614290.0
2,2,614278.0
4,4,614254.0
7,0,614262.0
0,2,614279.0
0,0,614278.0
2,2,614264.0
6,5,614252.0
4,4,614277.0
3,1,614236.0
4,4,614283.0
6,6,614279.0
7,7,614274.0
2,2,614278.0
6,4,614281.0
3,3,614278.0
5,5,614250.0
4,4,614277.0
3,3,614253.0
2,4,614272.0
5,5,614295.0
4,4,614253.0
0,0,614279.0
0,0,614277.0
4,4,614238.0
5,5,614252.0
2,2,614283.0
2,2,614266.0
1,1,614279.0
7,7,614270.0
3,3,614266.0
2,7,614290.0
6,6,614278.0
1,1,614278.0
0,0,614273.0
2,6,614272.0
3,3,614252.0
1,0,614264.0
2,2,614298.0
2,2,614295.0
7,7,614287.0
3,3,614278.0
5,5,614252.0
0,0,614251.0
4,4,614254.0
5,5,614282.0
2,2,614264.0
3,1,614278.0
2,2,614283.0
3,3,614280.0
4,4,614281.0
2,2,614290.0
1,0,614275.0
0,0,614280.0
5,5,614296.0
3,3,614282.0
5,5,614254.0
5,5,614284.0
3,0,614255.0
1,3,614284.0
6,1,614294.0
5,5,614301.0
0,0,614276.0
7,3,614287.0
0,0,614283.0
7,7,614269.0
5,5,614269.0
3,3,614255.0
5,5,614289.0
1,1,614285.0
2,2,614288.0
2,2,614283.0
4,4,614284.0
0,0,614266.0
1,1,614280.0
0,0,614262.0
7,7,614256.0
2,2,614254.0
7,7,614284.0
2,2,614277.0
7,7,614256.0
0,0,614293.0
7,7,614277.0
0,0,614282.0
0,0,614277.0
3,3,614283.0
2,2,614287.0
7,7,614285.0
4,4,614294.0
0,0,614259.0
2,2,614281.0
3,3,614288.0
5,5,614285.0
2,2,614285.0
2,2,614282.0
0,0,614280.0
3,0,614285.0
3,7,614271.0
1,1,614281.0
1,1,614281.0
3,1,614287.0
3,3,614286.0
1,1,614259.0
1,0,614276.0
4,4,614303.0
0,0,614287.0
1,1,614286.0
5,5,614271.0
3,0,614283.0
1,1,614283.0
3,3,614290.0
6,6,614272.0
7,7,614262.0
5,5,614258.0
4,4,614258.0
1,1,614259.0
1,1,614260.0
6,6,614275.0
6,6,614270.0
6,6,614284.0
2,2,614298.0
7,7,614261.0
6,6,614262.0
3,3,614255.0
7,7,614258.0
0,0,614246.0
0,0,614263.0
1,1,614261.0
0,0,614269.0
4,4,614259.0
6,6,614282.0
6,6,614271.0
5,5,614239.0
2,2,614260.0
2,2,614295.0
4,4,614258.0
0,0,614257.0
3,3,614270.0
5,6,614262.0
4,4,614289.0
6,6,614275.0
5,5,614259.0
4,4,614287.0
1,3,614274.0
2,2,614263.0
6,1,614262.0
5,5,614296.0
3,1,614276.0
0,0,614272.0
1,1,614286.0
2,2,614291.0
3,3,614298.0
1,1,614289.0
5,5,614307.0
4,4,614293.0
0,0,614286.0
3,0,614284.0
0,0,614286.0
7,7,614288.0
6,6,614285.0
0,0,614290.0
5,5,614289.0
5,5,614283.0
5,5,614290.0
0,0,614295.0
4,4,614256.0
6,6,614286.0
2,4,614303.0
4,4,614301.0
4,4,614259.0
0,0,614289.0
5,5,614287.0
2,2,614291.0
0,0,614290.0
5,5,614260.0
4,4,614265.0
2,2,614259.0
2,2,614265.0
5,5,614302.0
0,0,614288.0
2,2,614297.0
4,4,614292.0
1,1,614296.0
4,4,614291.0
1,1,614291.0
5,5,614300.0
7,2,614277.0
7,7,614286.0
6,6,614275.0
3,3,614293.0
7,2,614288.0
0,0,614261.0
6,7,614289.0
0,0,614291.0
1,0,614291.0
7,7,614292.0
1,1,614293.0
2,6,614292.0
6,6,614287.0
5,5,614295.0
7,7,614290.0
3,3,614264.0
4,4,614306.0
0,0,614287.0
1,1,614269.0
5,5,614290.0
5,5,614298.0
5,5,614291.0
1,1,614294.0
6,6,614290.0
5,5,614263.0
5,5,614264.0
4,4,614302.0
3,3,614292.0
5,5,614307.0
0,0,614296.0
2,2,614279.0
1,0,614274.0
6,6,614300.0
4,4,614294.0
6,6,614291.0
6,6,614273.0
5,5,614292.0
5,0,614294.0
2,2,614289.0
7,7,614292.0
3,3,614266.0
2,2,614294.0
4,4,614297.0
0,0,614277.0
3,2,614290.0
4,4,614263.0
4,4,614292.0
0,0,614296.0
0,3,614294.0
2,2,614267.0
2,2,614290.0
2,6,614268.0
0,2,614291.0
0,0,614266.0
6,6,614267.0
5,5,614289.0
7,7,614292.0
2,2,614293.0
6,6,614298.0
3,1,614301.0
6,6,614277.0
5,1,614300.0
3,3,614285.0
1,1,614305.0
6,6,614294.0
3,1,614314.0
3,0,614291.0
5,5,614293.0
6,6,614298.0
3,7,614296.0
7,7,614302.0
2,2,614299.0
6,6,614320.0
4,4,614297.0
3,3,614299.0
2,2,614262.0
4,4,614277.0
7,0,614298.0
7,7,614311.0
4,4,614266.0
3,3,614269.0
0,0,614265.0
2,2,614279.0
7,7,614298.0
2,2,614303.0
0,0,614296.0
0,1,614292.0
0,0,614299.0
0,1,614289.0
5,5,614297.0
4,4,614301.0
5,5,614308.0
1,0,614313.0
3,3,614308.0
2,2,614269.0
3,3,614308.0
4,4,614297.0
5,5,614303.0
4,4,614268.0
3,3,614277.0
1,1,614302.0
7,7,614299.0
2,3,614296.0
0,3,614295.0
6,6,614297.0
6,6,614309.0
4,4,614310.0
5,5,614302.0
1,0,614264.0
2,7,614296.0
2,2,614255.0
6,5,614294.0
6,6,614283.0
2,2,614279.0
4,4,614298.0
2,2,614316.0
4,4,614294.0
6,1,614287.0
2,2,614299.0
5,5,614297.0
7,7,614279.0
5,5,614305.0
1,1,614304.0
2,2,614278.0
5,4,614298.0
6,1,614311.0
2,2,614299.0
0,0,614315.0
1,1,614297.0
3,3,614300.0
4,4,614268.0
0,0,614300.0
6,6,614299.0
6,5,614295.0
1,1,614310.0
7,7,614301.0
6,6,614269.0
0,0,614271.0
2,7,614315.0
2,2,614283.0
3,3,614269.0
6,6,614271.0
6,5,614300.0
3,3,614274.0
4,4,614269.0
0,0,614284.0
5,5,614271.0
0,0,614272.0
6,6,614293.0
0,0,614272.0
7,7,614271.0
7,7,614300.0
4,4,614285.0
5,5,614299.0
5,0,614311.0
4,4,614306.0
0,0,614300.0
2,2,614301.0
3,3,614279.0
2,2,614301.0
3,3,614324.0
3,3,614300.0
1,3,614280.0
1,1,614301.0
1,1,614279.0
2,6,614300.0
0,0,614301.0
1,1,614283.0
5,5,614301.0
5,5,614317.0
0,0,614303.0
5,5,614300.0
3,3,614316.0
5,5,614312.0
2,2,614299.0
3,3,614299.0
4,4,614272.0
3,3,614273.0
7,7,614316.0
5,5,614312.0
5,5,614304.0
5,5,614303.0
7,7,614298.0
5,5,614313.0
6,6,614300.0
1,1,614302.0
5,5,614303.0
3,3,614300.0
5,5,614272.0
3,3,614301.0
1,6,614306.0
7,7,614299.0
3,0,614301.0
7,4,614299.0
2,2,614312.0
4,4,614305.0
3,0,614272.0
6,6,614296.0
2,2,614313.0
3,3,614275.0
0,3,614300.0
5,5,614300.0
7,7,614275.0
5,5,614311.0
3,1,614301.0
1,1,614303.0
5,5,614275.0
4,4,614280.0
0,0,614305.0
1,1,614307.0
2,4,614305.0
5,5,614304.0
4,4,614317.0
2,2,614317.0
5,5,614330.0
4,4,614303.0
6,6,614325.0
0,0,614300.0
3,3,614305.0
2,2,614301.0
7,7,614302.0
2,2,614307.0
6,6,614315.0
7,7,614319.0
1,1,614310.0
5,5,614314.0
5,5,614309.0
3,3,614310.0
4,4,614303.0
0,0,614314.0
2,1,614302.0
4,4,614316.0
6,6,614348.0
7,7,614332.0
7,7,614331.0
1,1,614302.0
1,1,614307.0
0,0,614329.0
3,3,614304.0
6,6,614312.0
5,5,614306.0
1,1,614298.0
3,1,614304.0
1,0,614306.0
5,5,614314.0
0,0,614332.0
3,3,614347.0
2,2,614306.0
0,0,614334.0
1,1,614308.0
2,4,614307.0
0,0,614306.0
1,1,614304.0
5,5,614302.0
2,2,614305.0
1,1,614308.0
6,6,614304.0
6,6,614304.0
6,5,614304.0
1,1,614320.0
4,4,614308.0
5,5,614304.0
5,5,614350.0
5,6,614317.0
1,1,614306.0
1,1,614356.0
1,1,614331.0
0,0,614321.0
4,4,614306.0
2,2,614310.0
5,5,614309.0
7,7,614307.0
6,6,614304.0
0,0,614346.0
7,7,614310.0
2,4,614321.0
7,7,614308.0
6,6,614277.0
2,2,614304.0
4,4,614309.0
0,0,614309.0
4,4,614308.0
5,5,614336.0
0,0,614311.0
5,5,614307.0
3,0,614317.0
5,5,614305.0
5,5,614306.0
2,2,614304.0
3,3,614306.0
0,0,614313.0
7,6,614300.0
7,7,614351.0
3,3,614278.0
1,1,614309.0
7,7,614333.0
6,6,614305.0
5,3,614303.0
1,1,614322.0
5,5,614305.0
4,4,614307.0
2,2,614307.0
5,5,614321.0
2,2,614323.0
3,2,614289.0
4,4,614305.0
1,1,614280.0
5,6,614312.0
7,7,614311.0
2,4,614317.0
3,3,614313.0
0,0,614307.0
4,4,614320.0
7,7,614305.0
0,0,614308.0
2,2,614307.0
3,0,614321.0
5,5,614340.0
